2015-06-08,-286,1
2015-06-09,-512,0
2015-06-10,-754,0
2015-06-11,-805,0
2015-06-12,-26,1
2015-06-13,-1278,0
2015-06-14,205,1
2015-06-15,-833,0
2015-06-16,464,1
2015-06-17,-701,0
2015-06-18,-767,0
2015-06-19,-958,0
2015-06-20,-1094,0
0
2015-06-22,-1153,0
2015-06-23,-571,0
2015-06-24,277,1
2015-06-25,-349,1
