2015-06-08,4
2015-06-09,3
2015-06-10,2
2015-06-11,5
2015-06-12,4
2015-06-13,2
2015-06-14,4
2015-06-15,2
2015-06-16,5
2015-06-17,3
2015-06-18,2
2015-06-19,1
2015-06-20,1
2015-06-22,3
2015-06-23,4
2015-06-24,5
2015-06-25,4
